condition_label,target,rotation_deg,cursorjump,targetjump,arrow_offset,aiming_target,aiming_direction,aiming_type,feedback_type,hold_duration,hold_target,phase,trialtype,mousex_rel,mousey_rel,mouse_time,step,points,cumulativetime,version,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,condition,qualtrics,group,date,expName,psychopyVersion,OS,frameRate
cursorjump,315,0,0.5,10,NA,0,NA,0,1,0.5,FALSE,practice,1,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.004167,-0.0125,-0.035417,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.058333,-0.154167,-0.145833,-0.147917,-0.15,-0.139583,-0.129167,-0.102083,-0.070833,-0.05625,-0.03125,-0.008333,0.004167,0.035417,0.06875,0.0875,0.122917,0.160417,0.179167,0.216667,0.252083,0.26875,0.3,0.329167,0.341667,0.3625,0.379167,0.385417,0.397917,0.410417,0.41875,0.4375,0.458333,0.46875,0.495833,0.51875,0.529167,0.533333,0.5375,0.541667,0.547917,0.560417,0.577083,0.5875,0.60625,0.616667,0.639583,0.658333,0.666667,0.68125,0.691667,0.695833,0.7,0.702083,0.70625,0.7125,0.716667,0.71875,0.720833,0.722917,0.729167,0.735417,0.741667,0.74375,0.745833,0.745833,0.74375,0.74375,0.74375,0.74375,0.74375,0.74375,0.74375,0.74375,0.74375,0.74375,0.74375,0.74375,0.74375,0.74375,0.741667,0.7375,0.727083,0.71875,0.7,0.679167,0.6625,0.654167,0.6375,0.627083,0.608333,0.589583,0.570833,0.558333,0.533333,0.520833,0.495833,0.475,0.45625,0.447917,0.43125,0.422917,0.410417,0.397917,0.3875,0.38125,0.36875,0.358333,0.352083,0.341667,0.327083,0.320833,0.30625,0.29375,0.289583,0.279167,0.272917,0.260417,0.247917,0.235417,0.229167,0.21875,0.214583,0.204167,0.195833,0.183333,0.179167,0.166667,0.160417,0.145833,0.135417,0.122917,0.116667,0.104167,0.097917,0.0875,0.077083,0.066667,0.0625,0.052083,0.047917,0.039583,0.035417,0.029167,0.027083,0.025,0.022917,0.020833,0.020833,0.01875,0.01875,0.016667,0.014583,0.014583,0.0125,0.0125,0.0125,0.0125,0.0125,0.010417,0.010417,0.008333,0.00625,0.004167,0.004167]","[0.007556,0.007556,0.007556,0.007556,0.007556,0.007556,0.007556,0.007556,0.007556,0.007556,0.007556,0.007556,0.007556,0.007556,0.007556,0.007556,0.001333,-0.001778,0.004444,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,0.013778,-0.521333,-0.521333,-0.518222,-0.515111,-0.515111,-0.515111,-0.518222,-0.518222,-0.518222,-0.524444,-0.536889,-0.543111,-0.561778,-0.580444,-0.589778,-0.605333,-0.617778,-0.624,-0.630222,-0.636444,-0.639556,-0.639556,-0.642667,-0.642667,-0.642667,-0.642667,-0.642667,-0.642667,-0.642667,-0.642667,-0.639556,-0.636444,-0.636444,-0.633333,-0.633333,-0.630222,-0.630222,-0.630222,-0.630222,-0.630222,-0.630222,-0.630222,-0.630222,-0.630222,-0.630222,-0.633333,-0.636444,-0.639556,-0.642667,-0.642667,-0.642667,-0.642667,-0.642667,-0.642667,-0.642667,-0.645778,-0.645778,-0.645778,-0.645778,-0.648889,-0.652,-0.658222,-0.658222,-0.658222,-0.658222,-0.661333,-0.664444,-0.667556,-0.667556,-0.667556,-0.667556,-0.667556,-0.667556,-0.667556,-0.667556,-0.667556,-0.667556,-0.667556,-0.667556,-0.667556,-0.667556,-0.667556,-0.664444,-0.661333,-0.655111,-0.648889,-0.642667,-0.630222,-0.624,-0.614667,-0.605333,-0.599111,-0.596,-0.589778,-0.586667,-0.580444,-0.574222,-0.564889,-0.555556,-0.54,-0.530667,-0.515111,-0.499556,-0.484,-0.477778,-0.465333,-0.459111,-0.452889,-0.446667,-0.440444,-0.437333,-0.428,-0.421778,-0.418667,-0.409333,-0.403111,-0.393778,-0.381333,-0.368889,-0.362667,-0.350222,-0.344,-0.331556,-0.322222,-0.312889,-0.306667,-0.294222,-0.288,-0.272444,-0.26,-0.247556,-0.241333,-0.225778,-0.219556,-0.207111,-0.191556,-0.179111,-0.176,-0.163556,-0.157333,-0.148,-0.141778,-0.135556,-0.132444,-0.129333,-0.126222,-0.126222,-0.123111,-0.12,-0.12,-0.116889,-0.116889,-0.113778,-0.110667,-0.107556,-0.104444,-0.095111,-0.088889,-0.073333,-0.060889,-0.051556,-0.048444,-0.042222,-0.039111]","[0.001,0.0253,0.0311,0.0484,0.0702,0.0819,0.0985,0.1148,0.131,0.1484,0.1653,0.1814,0.1984,0.2154,0.2321,0.2488,0.2658,0.2818,0.2983,0.3149,0.3369,0.348,0.3647,0.3815,0.3983,0.4163,0.4312,0.4482,0.465,0.4817,0.4984,0.5146,0.5317,0.5487,0.5652,0.5812,0.5984,0.6151,0.6314,0.6484,0.6652,0.6819,0.6981,0.715,0.7319,0.7489,0.7658,0.7821,0.7988,0.8156,0.8323,0.8488,0.8657,0.8822,0.8987,0.9155,0.9325,0.9489,0.9658,0.9821,0.9989,1.0156,1.0323,1.049,1.0657,1.0824,1.099,1.1158,1.1324,1.1492,1.1658,1.1827,1.1991,1.2159,1.2327,1.2492,1.266,1.2826,1.2994,1.3161,1.3331,1.3496,1.3658,1.3824,1.3995,1.4158,1.4332,1.4498,1.4662,1.4824,1.4993,1.516,1.5328,1.5494,1.5662,1.5825,1.5993,1.616,1.6327,1.6497,1.6706,1.6831,1.6995,1.7163,1.7328,1.7496,1.7663,1.7829,1.7997,1.8158,1.833,1.8499,1.8678,1.8832,1.8997,1.9165,1.934,1.9497,1.9685,1.9835,2,2.0169,2.0332,2.0497,2.0667,2.0835,2.1,2.1169,2.1335,2.1498,2.1665,2.1835,2.2,2.2167,2.2335,2.2505,2.2667,2.2834,2.3002,2.3166,2.3335,2.35,2.3669,2.3834,2.4001,2.4168,2.4335,2.4502,2.4668,2.4836,2.5002,2.517,2.5336,2.5502,2.5668,2.5838,2.6002,2.6169,2.6337,2.6503,2.6669,2.684,2.7007,2.7172,2.734,2.7519,2.7672,2.7841,2.8026,2.8182,2.8346,2.8508,2.8674,2.8841,2.9008,2.9175,2.9345,2.951,2.9675,2.9844,3.001,3.018,3.0343,3.051,3.0678,3.0846,3.101,3.1177,3.1345,3.1511,3.1677,3.1846,3.2011,3.2179,3.2346,3.251,3.2678,3.2847,3.3015,3.3196,3.3353,3.3516,3.3681,3.385,3.4013,3.4183,3.4351,3.4515,3.4684]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2]",0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283
cursorjump,305,0,0,10,NA,0,NA,0,0,0.5,FALSE,practice,0,"[0.010417,0.010417,0.010417,0.008333,0.004167,-0.004167,-0.010417,-0.01875,-0.029167,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.041667,-0.18125,-0.18125,-0.185417,-0.185417,-0.177083,-0.172917,-0.170833,-0.172917,-0.175,-0.1625,-0.135417,-0.116667,-0.075,-0.05625,-0.016667,0.020833,0.060417,0.08125,0.120833,0.139583,0.179167,0.216667,0.252083,0.26875,0.297917,0.3125,0.3375,0.360417,0.377083,0.383333,0.395833,0.4,0.408333,0.4125,0.4125,0.4125,0.410417,0.402083,0.395833,0.379167,0.3625,0.352083,0.333333,0.325,0.30625,0.2875,0.270833,0.2625,0.245833,0.2375,0.220833,0.202083,0.18125,0.16875,0.145833,0.122917,0.102083,0.08125,0.08125,0.060417,0.039583,0.029167,0.010417,-0.008333,-0.01875,-0.035417,-0.05,-0.058333,-0.072917,-0.085417,-0.09375,-0.10625,-0.11875,-0.125,-0.135417,-0.145833,-0.15,-0.160417,-0.16875,-0.172917,-0.183333,-0.191667,-0.202083,-0.208333,-0.220833,-0.233333,-0.2375,-0.247917,-0.254167,-0.266667,-0.283333,-0.291667,-0.30625,-0.320833,-0.329167,-0.34375,-0.358333,-0.364583,-0.372917,-0.379167,-0.38125,-0.38125,-0.38125,-0.38125,-0.377083,-0.366667,-0.358333,-0.333333,-0.302083,-0.270833,-0.254167,-0.214583,-0.19375,-0.147917,-0.1,-0.047917,-0.01875,0.04375,0.075,0.139583,0.204167,0.2625,0.291667,0.347917,0.372917,0.414583,0.429167,0.45,0.470833,0.497917,0.5125,0.54375,0.560417,0.5875,0.610417,0.625,0.63125,0.6375,0.641667,0.645833,0.641667,0.633333,0.627083,0.616667,0.60625,0.6,0.583333,0.560417,0.547917,0.522917,0.497917,0.4875,0.464583,0.44375,0.420833,0.408333,0.385417,0.372917,0.347917,0.325,0.314583,0.289583,0.2625,0.25,0.225,0.204167,0.191667,0.166667,0.141667,0.1375,0.114583,0.10625,0.102083,0.102083,0.104167,0.1125,0.133333,0.170833,0.216667,0.239583,0.289583,0.316667,0.370833,0.427083,0.454167,0.50625,0.554167,0.577083,0.616667,0.654167,0.689583,0.70625,0.739583,0.75,0.760417,0.760417,0.760417,0.758333,0.758333,0.758333,0.758333,0.758333,0.758333,0.758333,0.758333,0.758333,0.758333,0.758333,0.758333,0.758333,0.758333,0.758333,0.758333,0.758333,0.758333,0.758333,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75625,0.75,0.741667,0.7375,0.73125,0.727083,0.720833,0.716667,0.7125,0.710417,0.70625,0.7,0.69375,0.68125,0.664583,0.65625,0.639583,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,0.620833,-0.070833,-0.075,-0.083333,-0.085417,-0.0875,-0.085417,-0.08125,-0.08125,-0.08125,-0.083333,-0.079167,-0.072917,-0.0625,-0.045833,-0.0375,-0.016667,0.00625,0.01875,0.047917,0.079167,0.09375,0.127083,0.152083,0.172917,0.183333,0.197917,0.204167,0.216667,0.229167,0.2375,0.241667,0.24375,0.245833,0.24375,0.233333,0.220833,0.214583,0.202083,0.195833,0.185417,0.177083,0.170833,0.166667,0.160417,0.15625,0.147917,0.139583,0.13125,0.129167,0.122917,0.120833,0.11875,0.114583,0.110417,0.108333,0.10625,0.10625,0.104167,0.1,0.09375,0.089583,0.083333,0.079167,0.070833,0.064583,0.058333,0.05625,0.047917,0.04375,0.0375,0.033333,0.025,0.020833,0.008333,0.002083,-0.008333,-0.010417]","[-0.008,-0.008,-0.011111,-0.014222,-0.014222,-0.008,-0.004889,-0.001778,-0.011111,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.026667,-0.527556,-0.524444,-0.518222,-0.505778,-0.496444,-0.493333,-0.480889,-0.477778,-0.474667,-0.477778,-0.490222,-0.496444,-0.518222,-0.530667,-0.561778,-0.599111,-0.630222,-0.645778,-0.670667,-0.68,-0.695556,-0.711111,-0.720444,-0.726667,-0.739111,-0.742222,-0.748444,-0.754667,-0.757778,-0.760889,-0.767111,-0.770222,-0.773333,-0.776444,-0.776444,-0.776444,-0.776444,-0.770222,-0.764,-0.748444,-0.732889,-0.723556,-0.704889,-0.695556,-0.676889,-0.661333,-0.645778,-0.639556,-0.627111,-0.620889,-0.605333,-0.589778,-0.577333,-0.568,-0.552444,-0.533778,-0.515111,-0.496444,-0.496444,-0.474667,-0.452889,-0.440444,-0.418667,-0.4,-0.393778,-0.375111,-0.356444,-0.347111,-0.331556,-0.319111,-0.309778,-0.297333,-0.284889,-0.281778,-0.269333,-0.26,-0.256889,-0.247556,-0.235111,-0.232,-0.222667,-0.213333,-0.204,-0.197778,-0.188444,-0.176,-0.172889,-0.163556,-0.157333,-0.144889,-0.129333,-0.12,-0.104444,-0.092,-0.082667,-0.067111,-0.054667,-0.051556,-0.039111,-0.032889,-0.032889,-0.029778,-0.029778,-0.029778,-0.032889,-0.039111,-0.045333,-0.060889,-0.082667,-0.110667,-0.126222,-0.163556,-0.185333,-0.228889,-0.275556,-0.322222,-0.344,-0.390667,-0.409333,-0.449778,-0.490222,-0.527556,-0.543111,-0.571111,-0.580444,-0.586667,-0.583556,-0.574222,-0.561778,-0.552444,-0.549333,-0.552444,-0.555556,-0.568,-0.586667,-0.611556,-0.620889,-0.639556,-0.648889,-0.658222,-0.664444,-0.661333,-0.658222,-0.648889,-0.639556,-0.633333,-0.620889,-0.605333,-0.596,-0.580444,-0.561778,-0.555556,-0.536889,-0.518222,-0.499556,-0.487111,-0.462222,-0.449778,-0.424889,-0.4,-0.387556,-0.362667,-0.337778,-0.322222,-0.300444,-0.278667,-0.266222,-0.241333,-0.216444,-0.204,-0.191556,-0.179111,-0.176,-0.172889,-0.176,-0.179111,-0.197778,-0.235111,-0.278667,-0.306667,-0.362667,-0.390667,-0.446667,-0.499556,-0.524444,-0.564889,-0.605333,-0.620889,-0.652,-0.686222,-0.717333,-0.729778,-0.754667,-0.760889,-0.767111,-0.767111,-0.764,-0.764,-0.764,-0.764,-0.764,-0.764,-0.764,-0.764,-0.764,-0.764,-0.764,-0.764,-0.767111,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.770222,-0.773333,-0.776444,-0.779556,-0.779556,-0.779556,-0.779556,-0.773333,-0.767111,-0.760889,-0.751556,-0.748444,-0.742222,-0.732889,-0.723556,-0.704889,-0.686222,-0.68,-0.670667,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.661333,-0.200889,-0.197778,-0.191556,-0.191556,-0.191556,-0.194667,-0.204,-0.213333,-0.213333,-0.213333,-0.216444,-0.222667,-0.238222,-0.253778,-0.26,-0.275556,-0.297333,-0.309778,-0.331556,-0.347111,-0.353333,-0.365778,-0.375111,-0.384444,-0.387556,-0.396889,-0.4,-0.406222,-0.412444,-0.418667,-0.418667,-0.421778,-0.421778,-0.418667,-0.409333,-0.396889,-0.387556,-0.372,-0.362667,-0.350222,-0.334667,-0.319111,-0.309778,-0.291111,-0.284889,-0.269333,-0.253778,-0.238222,-0.232,-0.219556,-0.216444,-0.207111,-0.197778,-0.191556,-0.188444,-0.185333,-0.182222,-0.179111,-0.179111,-0.176,-0.172889,-0.169778,-0.166667,-0.160444,-0.154222,-0.141778,-0.135556,-0.12,-0.113778,-0.098222,-0.088889,-0.076444,-0.070222,-0.057778,-0.051556,-0.042222,-0.036]","[0.0005,0.0192,0.034,0.05,0.0665,0.0841,0.1,0.1167,0.1333,0.1504,0.1743,0.1831,0.1984,0.2164,0.2328,0.2499,0.2651,0.283,0.2996,0.3162,0.3326,0.3486,0.3664,0.3826,0.4008,0.4169,0.433,0.4497,0.4668,0.483,0.4997,0.5178,0.5335,0.5513,0.5685,0.585,0.6014,0.6187,0.6348,0.6534,0.6685,0.6848,0.703,0.7188,0.7353,0.7527,0.7706,0.7861,0.8019,0.8185,0.8348,0.8516,0.8689,0.8853,0.9018,0.9187,0.9353,0.9518,0.9685,0.9863,1.0027,1.0188,1.0351,1.0518,1.0686,1.0851,1.1018,1.1192,1.1349,1.1513,1.1747,1.1871,1.2029,1.2193,1.2365,1.2521,1.269,1.2862,1.3025,1.3192,1.3355,1.3521,1.3693,1.3856,1.4022,1.4191,1.4354,1.4529,1.472,1.4927,1.5109,1.5197,1.5379,1.5528,1.5694,1.5857,1.6025,1.6193,1.6356,1.6524,1.6695,1.686,1.7026,1.7191,1.7356,1.7535,1.7695,1.7858,1.8024,1.8194,1.8357,1.8525,1.8695,1.8859,1.9026,1.9236,1.9378,1.9529,1.9712,1.986,2.0045,2.0201,2.0364,2.053,2.07,2.0863,2.1031,2.1197,2.1366,2.1532,2.1699,2.1875,2.2032,2.2197,2.2365,2.253,2.2695,2.286,2.3033,2.32,2.3365,2.3533,2.3702,2.3869,2.4034,2.4218,2.437,2.4537,2.4706,2.4867,2.5034,2.5205,2.5367,2.5537,2.5703,2.5869,2.6033,2.6205,2.6369,2.6535,2.6704,2.6868,2.7035,2.7204,2.7371,2.7536,2.7702,2.7868,2.8036,2.8203,2.8369,2.8537,2.8705,2.8883,2.905,2.9208,2.9375,2.9544,2.9709,2.9874,3.004,3.0215,3.0394,3.0542,3.0709,3.0873,3.1043,3.1223,3.1378,3.1542,3.171,3.1877,3.2041,3.2211,3.2376,3.2545,3.271,3.2877,3.3041,3.321,3.3375,3.3556,3.3713,3.3883,3.4045,3.4236,3.4388,3.4561,3.4721,3.4886,3.5048,3.5226,3.5379,3.5545,3.5713,3.5878,3.6048,3.6215,3.6379,3.6567,3.6726,3.6887,3.7052,3.7221,3.7411,3.7552,3.7718,3.7884,3.8049,3.8215,3.8396,3.8559,3.8713,3.8879,3.9057,3.9214,3.938,3.9546,3.9741,3.9886,4.0046,4.0216,4.0387,4.0553,4.0719,4.0881,4.1048,4.1217,4.1377,4.1551,4.1721,4.1884,4.205,4.222,4.2383,4.2551,4.2712,4.2875,4.3049,4.3218,4.3382,4.3552,4.3719,4.3878,4.4051,4.422,4.4383,4.4553,4.472,4.49,4.5057,4.5222,4.5392,4.5554,4.5728,4.5896,4.606,4.6228,4.6392,4.6561,4.674,4.6895,4.706,4.7228,4.7394,4.756,4.7734,4.7895,4.8061,4.8231,4.8396,4.8564,4.8728,4.8886,4.9053,4.9219,4.9384,4.9552,4.9719,4.9893,5.0051,5.022,5.0385,5.0552,5.0721,5.0886,5.1054,5.122,5.139,5.1552,5.1723,5.1886,5.2055,5.2224,5.2385,5.2551,5.2691,5.2887,5.3057,5.3223,5.3389,5.3552,5.3724,5.3887,5.4056,5.4225,5.439,5.4555,5.4724,5.49,5.5072,5.5233,5.5398,5.5566,5.5734,5.5898,5.6075,5.6234,5.6399,5.6566,5.6736,5.69,5.7066,5.7234,5.7399,5.7566,5.7734,5.79,5.8068,5.8235,5.84,5.8569,5.8741,5.8905,5.9074,5.9242,5.9406,5.9573,5.9745,5.9909,6.0076,6.0243,6.0421,6.0576,6.0745,6.0911,6.1075,6.1245,6.1409,6.1576,6.1741,6.1905,6.207,6.2239,6.2406,6.2573,6.2739,6.2903,6.3073,6.3239,6.3407,6.3575,6.3742,6.3905,6.4073,6.4244,6.441,6.4575,6.4746,6.491,6.5075,6.5244,6.5408,6.5576,6.5745,6.5908,6.6077,6.6243,6.6412,6.6577,6.6744,6.6911,6.7077,6.7248,6.7414,6.7577]","[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2]",0,22.3539,4,1,0,1,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283
