mouse_time,condition_label,target,rotation_deg,cursorjump,targetjump,arrow_offset,aiming_target,aiming_direction,aiming_type,feedback_type,hold_duration,hold_target,phase,trialtype,mousex_rel,mousey_rel,step,points,cumulativetime,version,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,condition,qualtrics,group,date,expName,psychopyVersion,OS,frameRate,home_x,home_y,target_x,target_y,cursor_x,cursor_y,selected,max_v,movement
0.001,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0,0.007556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.0253,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0,0.007556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.0311,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0,0.007556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.0484,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0,0.007556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.0702,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0,0.007556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.0819,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0,0.007556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.0985,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0,0.007556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.1148,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0,0.007556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.131,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0,0.007556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.1484,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0,0.007556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.1653,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0,0.007556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.1814,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0,0.007556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.1984,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0,0.007556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.2154,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0,0.007556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.2321,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0,0.007556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.2488,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0,0.007556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.2658,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.004167,0.001333,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.2818,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.0125,-0.001778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.2983,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.035417,0.004444,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.3149,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.3369,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.348,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.3647,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.3815,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.3983,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.4163,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.4312,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.4482,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.465,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.4817,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.4984,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.5146,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.5317,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.5487,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.5652,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.5812,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,0
0.5984,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.6151,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.6314,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.6484,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.6652,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.6819,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.6981,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.715,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.7319,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.058333,0.013778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.7489,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.154167,-0.521333,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,1,1
0.7658,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.145833,-0.521333,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.7821,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.147917,-0.518222,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.7988,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.15,-0.515111,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.8156,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.139583,-0.515111,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.8323,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.129167,-0.515111,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.8488,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.102083,-0.518222,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.8657,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.070833,-0.518222,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.8822,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.05625,-0.518222,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.8987,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.03125,-0.524444,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.9155,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,-0.008333,-0.536889,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.9325,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.004167,-0.543111,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.9489,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.035417,-0.561778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.9658,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.06875,-0.580444,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.9821,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.0875,-0.589778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
0.9989,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.122917,-0.605333,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.0156,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.160417,-0.617778,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.0323,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.179167,-0.624,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.049,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.216667,-0.630222,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.0657,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.252083,-0.636444,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.0824,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.26875,-0.639556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.099,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.3,-0.639556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.1158,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.329167,-0.642667,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.1324,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.341667,-0.642667,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.1492,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.3625,-0.642667,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.1658,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.379167,-0.642667,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.1827,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.385417,-0.642667,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.1991,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.397917,-0.642667,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.2159,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.410417,-0.642667,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.2327,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.41875,-0.642667,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.2492,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.4375,-0.639556,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.266,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.458333,-0.636444,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.2826,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.46875,-0.636444,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.2994,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.495833,-0.633333,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.3161,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.51875,-0.633333,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.3331,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.529167,-0.630222,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.3496,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.533333,-0.630222,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.3658,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.5375,-0.630222,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
1.3824,cursorjump,315,0,0.5,10,,0,,0,1,0.5,FALSE,practice,1,0.541667,-0.630222,1,0,14.6457,4,0,0,0,0,1,227368,4,SV_73ADPjbMtd0KUBg,304,2021-10-21_16h13.08.584,implicit_time,2021.1.4,Linux x86_64,59.95563283,0,0,NA,NA,NA,NA,0,0,1
